date,category,tags,provider,comments,title,summary,articleUrl,imageUrl
20120109103805,society,육아,머니투데이,376,"맞벌이부부 70% ""아내가 가사·육아 전담한다""","[ 뉴스1 제공](수원=뉴스1) 김서연 기자 = 맞벌이 부부는 남편보다 아내가 가사와 육아를 70%이상 전담하고 있고, 외벌이 부부의 82.5%는 아내의 취업을 원하는 것으로 나타났다.경기도여성능력개발센터는 지난해 12월 한달간 여성 취.창업 전문 온라인경력개발센터 꿈날개의 기혼 남녀 회원 1428명을 대상으로 실시한 설문 조사를9일 발표했다.설문 결과",http://v.media.daum.net/v/20120109103805766,
20120109133814,entertain,산부인과,마이데일리,351,"김완선, ""서태지와 아이들 결혼은 다 왜그래?""",[마이데일리 = 서현진 기자] 가수 김완선이 서태지와 아이들 멤버들의 남다른 결혼소식에 놀라운 마음을 전했다.김완선은 9일 오전 방송된 KBS 2TV '여유만만'에서 서태지와 아이들 출신 이주노의 득녀소식에 축하하기 위해 병원을 찾았다.이주노와 23세 연하의 아내인 박미리씨는 지난해 12월 19일 서울의 한 산부인과에서 건강한 딸을 출산했다.그의 득녀소,http://v.media.daum.net/v/20120109133814629,http://t1.daumcdn.net/news/201201/09/mydaily/20120109183419555.jpg
20120110101509,society,범죄|성폭행,연합뉴스,972,초·중학생 10여명 여중생과 성관계..경찰 수사,(대구=연합뉴스) 이덕기 기자 = 여중생이 같은 또래의 동네 초등학생과 중학생 등 남학생 10여명과 지속적으로 성관계를 가졌다는 신고가 접수돼 경찰이 수사에 나섰다.10일 대구지방경찰청에 따르면 A(14·중1)양의 삼촌으로부터 '조카가 성폭행 당했다'는 내용의 신고가 최근 접수됐다.신고를 접수한 경찰은 피해자 A양을 상대로 직접 조사를 벌인 결과 H(1,http://v.media.daum.net/v/20120110101509975,
20120110195007,society,여성혐오|혐오,뉴시스,690,'단돈 2만원 때문에'…100일 된 딸 둔 10대 가장 강도 짓,【대구=뉴시스】박광일 기자 = 중학교를 중퇴한 뒤 아르바이트를 하며 전전긍긍 생활해 오던 A(18)군은 새해 첫날 새벽부터 고깃집 아르바이트를 끝내고 지친 몸을 끌고 집으로 향하고 있었다.집에서 기다리고 있을 한 살 어린 동거녀와 100일도 안 된 첫 딸 생각에 2011년의 마지막 날과 새해 첫날에도 일을 쉴 수 없었기 때문.A군은 집으로 향하던 중 대,http://v.media.daum.net/v/20120110195007795,
20120110035310,society,범죄|성폭행,YTN,486,대구에서 여중생 '집단 성폭행' 의혹,[앵커멘트]대구에서 중학생이 자살한 사건에 이어 이번에는 여중생이 자신의 집에서 또래 남학생들에게 집단 성폭행을 당했다는 의혹이 제기됐습니다.가족들의 신고가 접수되면서 경찰이 수사에 착수했습니다.허성준 기자가 보도합니다.[리포트]대구 서구에 있는 한 중학교입니다.이 학교 1학년생인 김 모 양은 또래 남학생 10여 명으로부터 집단 성폭행을 당했다며 학교에,http://v.media.daum.net/v/20120110035310020,http://t1.daumcdn.net/news/201201/10/ytntv/20120110035310122.jpg
20120111060106,society,범죄|성추행|추행,이데일리,478,가슴에 나무젓가락 꽂으라니..서울시 성추행 백태,이데일리신문 |이 기사는 이데일리신문 2012년 01월 11일자 8면에 게재됐습니다.[이데일리 강경지 기자] ＃1 = 서울시 생활체육회 여직원 A씨는 지난해 술자리에서 간부 B씨로부터 황당한 요구를 받았다. B씨는 간장과 소주를 섞은 술잔을 새끼손가락으로 저은 뒤 A씨에게 빨아보라고 강요했다. A씨는 순간 극심한 모멸감을 느꼈지만 직장 상사라는 이유로 ,http://v.media.daum.net/v/20120111060106248,
20120111213011,society,범죄|성희롱,한겨레,355,교사들도 ‘피해자’…학생들에 폭언 들어도 속수무책,"[한겨레]학교폭력 침묵의 카르텔 깨자 흔들리는 교권교권침해 9년간 2.5배↑혼내면 되레 삿대질하고어깨 손올리며 성희롱도""수치심에 피해 덮지말고용기있게 해결 노력해야""""씨×년, 꺼져.""민호(가명·12·초6)는 안하무인이었다. 상담실에 와서는 욕설을 내뱉으며 의자를 집어던졌다. 담임인 ㅅ(33·여) 교사는 민호를 통제할 수 없었다. 민호 부모님이 학교에 와",http://v.media.daum.net/v/20120111213011637,http://t1.daumcdn.net/news/201201/11/hani/20120111231013135.jpg
20120111154729,entertain,임신,뉴스엔,211,"34세 고수, 어린신부와 왜이리 빨리 결혼하나? 임신설 의혹에..","만 34세 고수가 대학 재학 중인 여자친구와 결혼한다. 배우임을 감안한다면 많지 않은 나이의 결혼에, 게다가 대학생 예비신부와의 결혼 소식에 여성 팬들이 충격에 휩싸였다.고수 소속사 BH엔터테인먼트 관계자는 11일 뉴스엔에 ""열한 살 연하 여자친구 김모씨와 2월17일 오후 6시30분 서울 장충동 신라호텔에서 결혼한다. 비공개로 치러진다""고 밝혔다.그러나",http://v.media.daum.net/v/20120111154729077,http://t1.daumcdn.net/news/201201/11/newsen/20120111154729087.jpg
20120112031706,society,육아,조선일보,684,육아 휴직은 근무 경력서 제외 시킨다,"법제처 가 최근 여성의 육아휴직기간은 근무경력에 포함될 수 없다는 유권해석을 내린 데 대해 여성계가 남녀고용평등법 위반이라고 반발하면서 논란이 커지고 있다.법제처 관계자는 11일 "" 문화체육관광부 가 최근 도서관법 시행령 중 '도서관 1급 정사서(司書)가 되기 위해서는 도서관 등 근무경력이 6년 이상이어야 한다'는 조항에 대한 유권해석을 의뢰하며, 근무",http://v.media.daum.net/v/20120112031706592,
20120112165609,society,범죄|성매매,연합뉴스,329,'신종 性사기' 성매매 뒤 돈 봉투 바꿔치기해 도주,"의정부경찰, 30대男 구속 ""10~20대 피해자 확인된 것만 45명""(의정부=연합뉴스) 장희재 기자 = 성매매 대가로 준 돈 봉투를 빈 봉투로 바꿔치는 수법으로 10~20대 여성 수십명을 울린 신종 30대 성(性) 사기범이 경찰에 붙잡혔다.경기도 의정부경찰서는 12일 송모(36ㆍ무직)씨를 아동청소년의 성보호에 관한 법률 위반 등 혐의로 구속했다.송씨는 ",http://v.media.daum.net/v/20120112165609375,
20120112031918,society,육아,동아일보,300,"“월 20만원 줄게, 아이 이름만 빌려달라”는 어린이집의 유혹","[동아일보]얼마 전 김모 씨는 육아휴직이 끝나는 3월부터 3개월 된 딸을 맡기기 위해 A어린이집을 찾았다. 그 후 아이의 할머니가 아이를 돌봐주겠다고 해 A어린이집에 ""등록을 취소하겠다""고 통보했다. 그러나 A어린이집 원장은 아이의 주민등록번호를 보육료 지원 신청 전산시스템에서 삭제하지 않고 있다.▶[채널A 영상] '원생 1명당 권리금 1000만 원' ",http://v.media.daum.net/v/20120112031918106,http://t1.daumcdn.net/news/201201/12/donga/20120112161509302.jpg
20120112102736,society,생리,시사INLive,293,서울대 미대 동성애 혐오작품 논란,"동시대 예술에서 두드러지게 나타나는 소재 중 하나가 몸이다. 아름답고 이상적인 몸은 없다. 이 몸은 병들고 뚱뚱하고 불완전하고 냄새를 풍기는 '보기 싫은' 몸이다. '혐오 미술(abject art)'은 매일 몸이 내놓는 배설물, 즉 오줌·똥 혹은 생리혈이나 정액까지도 소재로 삼고 관객의 구토와 혐오를 유발한다. 죽음을 지운 몸은 관객의 시각적 쾌락을 유",http://v.media.daum.net/v/20120112102736705,http://t1.daumcdn.net/news/201201/12/sisain/20120112102736744.jpg
20120113100805,politics,범죄|성추행|추행,시사저널,1188,열네 살 어린 학생의 ‘지옥에서 보낸 한철’,"서울 강서구의 중학교에 다니는 이 아무개군은 지난해 3월 학교에 입학한 다음 날부터 끔찍한 고통의 나날을 보내야 했다. 학교에 등교하면 '일진'으로 불리는 같은 반 학생들의 지독한 괴롭힘과 폭행이 쉴 새 없이 이어졌다. 거의 매일 온몸을 맞고, 심지어는 여학생들이 지켜보는 가운데 성추행까지 당했다. 담임교사는 이런 폭력을 보고도 외면했다고 한다. 이군은",http://v.media.daum.net/v/20120113100805712,http://t1.daumcdn.net/news/201201/13/sisapress/20120113100806163.jpg
